1 
7.3635757390822913e+05	1.1445297101399998e+00	5.0000000000000000e+00	2.4658513800000000e+02	
7.3635757453767362e+05	1.4478990308999997e+00	5.0000000000000000e+00	2.4205400999999998e+02	
7.3635757516756945e+05	1.6547417495999999e+00	5.0000000000000000e+00	2.3751852599999998e+02	
7.3635757570844912e+05	1.8064264099799996e+00	5.0000000000000000e+00	2.3362267000000000e+02	
7.3635757653909724e+05	2.7027448576799999e+00	5.0000000000000000e+00	2.2764330799999999e+02	
7.3635757738207176e+05	3.9024326261399995e+00	5.0000000000000000e+00	2.2157247199999998e+02	
7.3635757821269671e+05	5.4192792299399990e+00	5.0000000000000000e+00	2.1559342500000000e+02	
7.3635757949739578e+05	7.5842330189999991e+00	5.0000000000000000e+00	2.0634346800000000e+02	
7.3635758031512727e+05	9.7353972934799984e+00	5.0000000000000000e+00	2.0045581099999998e+02	
7.3635758157204860e+05	1.2755300986499998e+01	5.0000000000000000e+00	1.9140596099999999e+02	
7.3635758376856486e+05	1.6478469923099997e+01	5.0000000000000000e+00	1.7558917599999998e+02	
7.3635758731858793e+05	2.1470274201059997e+01	5.0000000000000000e+00	1.5003088199999999e+02	
7.3635758979421295e+05	2.5055547991859996e+01	5.0000000000000000e+00	1.3220596599999999e+02	
7.3635759143586806e+05	2.4876284302319998e+01	5.0000000000000000e+00	1.2038510599999999e+02	
7.3635759250747680e+05	2.3842070708819996e+01	5.0000000000000000e+00	1.1267060099999999e+02	
7.3635759306098381e+05	2.2904383717379996e+01	5.0000000000000000e+00	1.0868505200000000e+02	
7.3635759450781252e+05	2.1939117696779995e+01	5.0000000000000000e+00	9.8266317000000001e+01	
7.3635759696298616e+05	2.2656172454939998e+01	5.0000000000000000e+00	8.0589277999999993e+01	
7.3635759752973379e+05	2.0036164684739997e+01	5.0000000000000000e+00	7.6510110999999995e+01	
7.3635759871232638e+05	1.6850786816759999e+01	5.0000000000000000e+00	6.7995562999999990e+01	
7.3635759980748838e+05	1.1914140597119999e+01	5.0000000000000000e+00	6.0110050999999999e+01	
7.3635760026063654e+05	5.9019122402399988e+00	5.0000000000000000e+00	5.6847588999999999e+01	
7.3635760114146990e+05	4.5229607822399993e+00	5.0000000000000000e+00	5.0503613999999999e+01	
7.3635760296613420e+05	3.2129568971399998e+00	5.0000000000000000e+00	3.7366498999999997e+01	
7.3635760604013887e+05	1.9994796140999997e+00	5.0000000000000000e+00	1.5235071999999999e+01	
